source_id,ra,dec,parallax_mas,is_etz,n_annulus,annulus_density_per_deg2,bright_source_max_jy,n_trials,best_aperture_arcsec,best_d_au,best_phase,best_dx_arcsec,best_dy_arcsec,best_n_obs,best_lambda,p_raw,p_trials,n_sources_in_reach,n_x_30,lambda_30,n_x_60,lambda_60,n_x_120,lambda_120,n_x_204,lambda_204,n_x_300,lambda_300,n_x_600,lambda_600,veto,masked_by_bad_tile,is_candidate,control_+ra_veto,control_+ra_p_trials,control_-ra_veto,control_-ra_p_trials,control_+dec_veto,control_+dec_p_trials,control_-dec_veto,control_-dec_p_trials,n_control_evaluated,n_control_fired,control_min_p_trials,p_empirical_control
1455613177379106432,206.01893167018125,30.06917836090627,24.630367943628116,False,232,791.227431371137,,82,300.0,500.0,0.0,361.3433335572859,-184.34890045974828,11,17.261904761904763,0.0757807855701327,1.0,602,0,0.17261904761904764,2,0.6904761904761906,6,2.7619047619047623,9,7.9819047619047625,17,17.261904761904763,66,69.04761904761905,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,0.8743847190022336,not_significant,0.056082911218219594,4,0,0.056082911218219594,1.0
1364626975273915392,258.64291566094926,45.44873103024216,24.629545663686763,False,224,763.9437268410977,,82,300.0,1000.0,0.25,189.2701421230538,69.35744197156339,12,16.666666666666668,0.1526456194599177,1.0,594,0,0.16666666666666669,0,0.6666666666666667,6,2.666666666666667,9,7.706666666666667,21,16.666666666666668,74,66.66666666666667,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,1.0,not_significant,1.0,4,0,1.0,1.0
1254447492033650816,217.3761004116558,23.245957316221315,24.62848694029506,False,0,0.0,,0,,,,,,-1,,,,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,outside_footprint_or_masked,False,False,outside_footprint_or_masked,,outside_footprint_or_masked,,outside_footprint_or_masked,,outside_footprint_or_masked,,0,0,,
1446334433111988480,201.27935620128054,24.22424436873208,24.626100243614243,False,125,426.3078832818626,,82,600.0,500.0,0.875,196.11120464371513,-256.44839339889137,27,37.202380952380956,0.05051512778830834,1.0,312,0,0.0930059523809524,0,0.3720238095238096,1,1.4880952380952384,4,4.300595238095238,10,9.300595238095239,34,37.202380952380956,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,1.0,outside_footprint_or_masked,,3,0,1.0,1.0
1376933396606385408,237.32016067272104,39.583189825996264,24.624842590198316,False,132,450.18112474564685,,82,300.0,500.0,0.125,397.5929832094694,-60.167120388732684,5,9.821428571428571,0.07415075286141155,1.0,339,0,0.09821428571428573,0,0.3928571428571429,1,1.5714285714285716,5,4.541428571428571,9,9.821428571428571,35,39.285714285714285,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,0.6960621979499234,not_significant,1.0,4,0,0.6960621979499234,1.0
2782515732608032128,9.151754881804557,17.421948215462624,24.62478518343104,False,66,225.09056237282343,,0,,,,,,-1,,,,234,0,0.04910714285714286,0,0.19642857142857145,1,0.7857142857142858,3,2.2707142857142855,6,4.910714285714286,21,19.642857142857142,outside_footprint_or_masked,False,False,not_significant,1.0,not_significant,1.0,not_significant,1.0,outside_footprint_or_masked,,3,0,1.0,
1059439621559832576,167.51366950016524,67.38603558767926,24.62459046589032,False,272,927.645954021333,,123,300.0,500.0,0.75,144.143360686309,-365.99237475154183,10,20.23809523809524,0.009506436037627191,1.0,660,0,0.2023809523809524,1,0.8095238095238096,1,3.2380952380952386,6,9.358095238095238,17,20.23809523809524,81,80.95238095238096,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,1.0,not_significant,0.523300470493936,4,0,0.523300470493936,1.0
2880923878720791680,0.66661815425314,38.36224029963897,24.621772521351875,False,175,596.8310365946076,,82,300.0,2000.0,0.75,-13.123930443600937,58.56530683484134,6,13.020833333333334,0.02557299226736699,1.0,516,0,0.13020833333333334,0,0.5208333333333334,0,2.0833333333333335,4,6.020833333333333,8,13.020833333333334,53,52.083333333333336,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,1.0,not_significant,1.0,4,0,1.0,1.0
777857751702754560,167.4067121532235,41.912961372095076,24.620740473158072,False,245,835.5634512324506,,123,204.0,1000.0,0.375,-181.43167061067706,102.50668476865887,2,8.429166666666665,0.00981823652476929,1.0,647,0,0.18229166666666669,0,0.7291666666666667,3,2.916666666666667,8,8.429166666666665,17,18.229166666666668,73,72.91666666666667,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,1.0,not_significant,0.30516455696499944,4,0,0.30516455696499944,1.0
323415508450981120,20.445743667929175,38.0212519513365,24.620021131070487,False,349,1190.2516101229603,,123,600.0,500.0,0.375,221.38312531111288,-90.65080395817337,83,103.86904761904763,0.020037901300755275,1.0,884,0,0.25967261904761907,1,1.0386904761904763,2,4.154761904761905,13,12.007261904761904,24,25.96726190476191,89,103.86904761904763,not_significant,False,False,not_significant,1.0,not_significant,1.0,not_significant,1.0,not_significant,1.0,4,0,1.0,1.0
